gene_id	ZF-B-1_1-Run1.sam	ZF-B-1_1-Run2.sam	ZF-B-2_2-Run1.sam	ZF-B-2_2-Run2.sam	ZF-B-3_3-Run1.sam	ZF-B-3_3-Run2.sam	ZF-I-1_1-Run1.sam	ZF-I-1_1-Run2.sam	ZF-I-2_2-Run1.sam	ZF-I-2_2-Run2.sam	ZF-I-3_3-Run1.sam	ZF-I-3_3-Run2.sam
ENSDARG00000080225	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080238	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080241	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080245	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080246	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080253	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080256	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080258	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080271	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080276	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080278	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080287	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080299	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080300	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080305	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080309	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080314	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080317	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080319	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080327	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080329	0	2	33	6	22	4	1	0	4	0	0	0
ENSDARG00000080337	466	1599	6083	2290	7479	1829	317	117	841	452	773	503
ENSDARG00000080345	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080347	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080349	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080351	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000080363	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080370	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080372	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080384	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080385	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080401	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080404	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080407	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080410	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080413	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080422	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080423	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080424	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080427	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080438	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080448	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080449	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080450	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080453	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080462	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080467	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080481	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080484	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080486	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080487	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080489	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080493	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080499	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080503	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080504	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080506	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080508	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080512	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080515	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080523	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080531	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080532	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080533	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000080548	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080551	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080562	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080565	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080568	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080569	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080572	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080573	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080578	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080579	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080589	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080591	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080594	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080599	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080608	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080612	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080630	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080633	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080634	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080636	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080641	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080645	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080647	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080661	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080664	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080667	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080681	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080682	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080685	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080690	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080694	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080698	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080708	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000080713	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080718	0	2	35	4	23	4	2	0	2	0	1	0
ENSDARG00000080727	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080732	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080738	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080742	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080744	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080745	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080758	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080774	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080775	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080777	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080781	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080783	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080787	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080790	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080804	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080823	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080833	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080835	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080838	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080840	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000080842	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080851	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080855	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080856	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080888	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080890	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080893	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080895	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080902	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080918	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080922	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080923	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080924	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080931	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080933	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080934	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080936	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080938	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000080942	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080945	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080950	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080952	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080961	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080977	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080979	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080987	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000080992	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000080999	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081015	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081029	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081030	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081032	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081044	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081047	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081050	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081059	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081066	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081067	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081069	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081077	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081078	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081082	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081087	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081095	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081096	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081098	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081103	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000081104	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081105	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081106	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081108	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081109	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081115	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081119	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081126	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081131	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081145	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081146	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081158	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081163	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081177	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081182	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081190	0	0	1	1	1	0	0	0	0	0	0	0
ENSDARG00000081192	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081194	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081196	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081199	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081202	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081218	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081220	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081224	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081232	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081235	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000081238	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081240	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081252	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000081256	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081270	1	17	26	28	71	35	0	1	4	3	2	1
ENSDARG00000081280	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081284	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081289	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081294	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081299	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081303	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081311	0	0	1	0	0	1	0	0	0	0	0	0
ENSDARG00000081313	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081315	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081328	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000081329	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081331	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081335	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081340	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081346	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081347	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081350	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081351	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081362	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081366	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081368	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081369	1	13	53	18	42	10	5	0	4	2	5	2
ENSDARG00000081375	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081379	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081399	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081405	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081415	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081423	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081431	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081432	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081437	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081438	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081439	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081440	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081442	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081443	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081445	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081450	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081453	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081470	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081473	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081475	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081476	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081477	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081482	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081487	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081488	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081497	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081499	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081501	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081507	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081512	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081514	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081518	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081529	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081534	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081535	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081540	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081552	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081566	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081568	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081574	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081580	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081583	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081586	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081589	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081593	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081597	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081608	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081613	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081621	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081623	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081629	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081636	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081638	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081644	0	0	0	0	0	0	0	0	0	0	0	0
