# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/home/inesbatista/Documents/MASTER/GENOME/Danio_rerio.GRCz11.100.gtf" "-F" "GTF" "-t" "gene" "-g" "gene_id" "-o" "/home/inesbatista/Documents/MASTER/featureCountsOUT/2020_08_07_danRer11ensembl/V3/gene.txt" "ZF-B-1_1-Run1.bam" "ZF-B-1_1-Run2.bam" "ZF-B-2_2-Run1.bam" "ZF-B-2_2-Run2.bam" "ZF-B-3_3-Run1.bam" "ZF-B-3_3-Run2.bam" "ZF-I-1_1-Run1.bam" "ZF-I-1_1-Run2.bam" "ZF-I-2_2-Run1.bam" "ZF-I-2_2-Run2.bam" "ZF-I-3_3-Run1.bam" "ZF-I-3_3-Run2.bam" 
Geneid	Chr	Start	End	Strand	Length	ZF-B-1_1-Run1.bam	ZF-B-1_1-Run2.bam	ZF-B-2_2-Run1.bam	ZF-B-2_2-Run2.bam	ZF-B-3_3-Run1.bam	ZF-B-3_3-Run2.bam	ZF-I-1_1-Run1.bam	ZF-I-1_1-Run2.bam	ZF-I-2_2-Run1.bam	ZF-I-2_2-Run2.bam	ZF-I-3_3-Run1.bam	ZF-I-3_3-Run2.bam
ENSDARG00000057714	4	2228754	2250264	+	21511	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045224	4	2252123	2258796	+	6674	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000011246	4	2258935	2265271	-	6337	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000053709	4	2267641	2290268	+	22628	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099129	4	2349335	2350371	-	1037	0	0	0	1	0	1	0	0	0	0	0	0
ENSDARG00000101813	4	2354892	2380173	-	25282	0	1	5	1	5	0	0	0	0	0	0	1
ENSDARG00000039724	4	2396024	2440175	-	44152	0	0	2	0	3	0	0	0	0	0	0	0
ENSDARG00000070441	4	2482046	2508577	+	26532	0	1	0	0	0	0	0	0	0	1	0	0
ENSDARG00000011961	4	2511629	2525934	-	14306	0	1	2	1	1	0	1	0	0	0	0	0
ENSDARG00000008986	4	2530841	2545345	-	14505	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008235	4	2548783	2637710	-	88928	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000107595	4	2581916	2582031	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000004592	4	2619132	2623487	+	4356	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006567	4	2637947	2642535	+	4589	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016231	4	2655358	2666310	+	10953	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000016749	4	2674898	2727573	-	52676	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000004227	4	2752852	2868112	-	115261	0	1	1	1	0	0	1	0	0	0	0	0
ENSDARG00000006038	4	2923199	2945306	-	22108	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000045870	4	2948063	3145359	-	197297	0	2	2	0	1	0	0	0	0	0	0	0
ENSDARG00000098551	4	3287819	3290445	+	2627	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000060248	4	3312852	3338940	+	26089	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000017757	4	3343171	3353595	-	10425	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030598	4	3358383	3385452	+	27070	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000077356	4	3389866	3398385	+	8520	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097907	4	3396322	3405050	-	8729	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000089860	4	3438510	3446758	+	8249	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097073	4	3446011	3456102	-	10092	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039843	4	3455146	3475397	+	20252	0	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000077654	4	3478049	3745093	+	267045	0	2	3	4	4	1	0	0	0	0	0	0
ENSDARG00000112842	4	3792950	3805992	-	13043	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070414	4	3806258	3811017	-	4760	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033296	4	3980247	3998490	+	18244	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000006283	4	4079418	4111767	+	32350	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045864	4	4115778	4119425	-	3648	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000045863	4	4120570	4129187	-	8618	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093470	4	4166344	4167489	+	1146	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105162	4	4224406	4228682	-	4277	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000107526	4	4232562	4233275	+	714	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016691	4	4234994	4261673	-	26680	0	0	2	0	1	1	0	0	0	0	1	0
ENSDARG00000101363	4	4267451	4358940	+	91490	0	1	0	0	2	0	0	0	0	0	0	0
ENSDARG00000095042	4	4321168	4374704	-	53537	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100963	4	4376498	4387008	+	10511	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000115613	4	4376498	4387012	-	10515	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059043	4	4397503	4431975	-	34473	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075281	4	4484651	4507761	-	23111	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000023766	4	4509996	4524284	+	14289	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097286	4	4514438	4516508	-	2071	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039356	4	4526248	4535189	-	8942	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059064	4	4540223	4592287	-	52065	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099725	4	4585101	4585884	+	784	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000090401	4	4601815	4612116	-	10302	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063578	4	4626794	4706893	-	80100	1	1	2	0	0	0	0	0	0	0	0	0
ENSDARG00000106466	4	4690726	4690841	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063563	4	4712410	4751983	-	39574	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039350	4	4752622	4756349	-	3728	0	0	0	1	0	0	0	0	1	0	0	0
ENSDARG00000073963	4	4758001	4780667	-	22667	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000069607	4	4782721	4795205	-	12485	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059053	4	4803698	4832149	+	28452	0	0	3	1	1	1	0	0	0	0	0	0
ENSDARG00000092677	4	4832144	4834617	-	2474	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000020871	4	4834085	4926061	+	91977	0	0	1	0	2	0	0	0	0	0	0	0
ENSDARG00000039346	4	4930406	4932619	-	2214	0	1	10	1	5	0	0	0	1	0	2	0
ENSDARG00000101565	4	4938873	4940727	+	1855	1	1	1	0	1	0	0	0	0	0	0	1
ENSDARG00000097044	4	4963892	4966546	+	2655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059003	4	4971042	5019113	-	48072	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000039343	4	5025625	5092335	-	66711	0	1	1	0	3	2	0	0	0	0	0	0
ENSDARG00000039340	4	5094007	5108941	-	14935	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070408	4	5132951	5150347	+	17397	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045858	4	5156117	5161877	+	5761	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045856	4	5180650	5183337	+	2688	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045854	4	5193198	5195027	+	1830	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045853	4	5196469	5203343	+	6875	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045851	4	5205265	5213425	+	8161	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095324	4	5215950	5223170	+	7221	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000015623	4	5225552	5240128	-	14577	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030694	4	5240126	5247335	-	7210	0	1	3	2	0	2	1	0	0	0	0	0
ENSDARG00000096037	4	5249494	5253973	+	4480	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045850	4	5255041	5273838	+	18798	0	1	4	4	2	2	0	0	0	0	1	0
ENSDARG00000015931	4	5260941	5302866	-	41926	0	2	2	2	1	0	0	0	0	0	0	0
ENSDARG00000063481	4	5304208	5317006	-	12799	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045847	4	5317483	5325336	+	7854	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000045846	4	5327632	5333971	-	6340	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045843	4	5333988	5340530	+	6543	0	0	0	1	0	0	0	0	0	1	0	0
ENSDARG00000045842	4	5341592	5368158	+	26567	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095332	4	5362909	5371639	-	8731	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000014395	4	5378338	5387478	+	9141	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045837	4	5392094	5494298	+	102205	2	0	2	0	1	0	0	0	0	0	0	1
ENSDARG00000094254	4	5420906	5421470	+	565	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097507	4	5421785	5424162	-	2378	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095186	4	5450499	5451742	+	1244	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096986	4	5454006	5455596	-	1591	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097353	4	5456500	5458959	-	2460	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000110143	4	5498230	5538752	-	40523	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045836	4	5506946	5522437	+	15492	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006409	4	5523690	5530441	+	6752	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045835	4	5531583	5533803	+	2221	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045834	4	5537101	5539842	+	2742	0	0	0	0	0	0	0	0	2	0	0	1
ENSDARG00000034700	4	5568688	5597802	-	29115	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024465	4	5642696	5645166	+	2471	0	0	0	1	1	0	0	0	0	0	0	0
ENSDARG00000017355	4	5645251	5652030	-	6780	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031956	4	5665182	5691257	-	26076	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000070220	4	5741733	5744457	+	2725	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075956	4	5750854	5764255	-	13402	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009607	4	5764486	5775507	-	11022	0	0	1	0	1	0	0	0	0	0	0	0
ENSDARG00000054321	4	5776347	5784895	+	8549	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024654	4	5784970	5795309	-	10340	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000040610	4	5796761	5807645	+	10885	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003200	4	5807964	5831522	-	23559	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100253	4	5825368	5826340	+	973	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000091640	4	5832311	5834648	+	2338	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000073858	4	5835393	5841031	+	5639	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000088078	4	5842433	5847937	+	5505	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099560	4	5848229	5850633	+	2405	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000087120	4	5850225	5863906	-	13682	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099280	4	5868034	5910043	+	42010	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000101680	4	5906958	5913338	-	6381	1	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000098745	4	6032640	6047236	+	14597	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000074223	4	6339572	6416414	-	76843	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093020	4	6411080	6416172	-	5093	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000091974	4	6416278	6508631	+	92354	1	0	1	0	0	1	0	0	0	0	0	0
ENSDARG00000005453	4	6423041	6623645	-	200605	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000090468	4	6572364	6580610	+	8247	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099281	4	6639292	6640415	+	1124	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000068701	4	6643421	6647605	+	4185	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097967	4	6678443	6692416	+	13974	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000068705	4	6735053	6749412	+	14360	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000068708	4	6799794	6809323	-	9530	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000024874	4	6833583	6994283	+	160701	0	0	7	0	4	1	0	0	0	0	0	0
ENSDARG00000096138	4	6903549	6904239	+	691	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000084778	4	6914716	6914851	+	136	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107521	4	7025167	7025283	+	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000110906	4	7163758	7163874	+	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000113211	4	7185195	7185311	-	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000102702	4	7210755	7212875	-	2121	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000102461	4	7222080	7222367	-	288	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000101296	4	7229236	7231480	-	2245	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099870	4	7391110	7409313	+	18204	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070314	4	7415337	7503443	+	88107	0	0	0	0	2	0	0	0	0	0	0	1
ENSDARG00000045822	4	7508316	7544687	+	36372	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105079	4	7545930	7549816	+	3887	0	1	1	0	0	0	0	0	0	0	0	0
ENSDARG00000101254	4	7650003	7652981	-	2979	0	1	0	0	0	0	0	0	0	0	1	0
ENSDARG00000006029	4	7653607	7673165	-	19559	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000018688	4	7677318	7713665	+	36348	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000112117	4	7679979	7680095	-	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000079470	4	7718854	7811925	-	93072	0	0	0	0	1	0	0	1	1	0	0	0
ENSDARG00000105096	4	7817996	7821466	+	3471	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104976	4	7822773	7826304	+	3532	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000086740	4	7827261	7836413	+	9153	0	0	2	0	0	1	0	0	0	0	0	0
ENSDARG00000027799	4	7841627	7850489	+	8863	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045815	4	7851129	7869731	-	18603	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000078073	4	7870384	7876005	-	5622	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075025	4	7876197	7883731	+	7535	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000074905	4	7888047	7983016	+	94970	0	0	1	0	2	1	0	0	0	0	0	0
ENSDARG00000026052	4	8001874	8014463	-	12590	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002663	4	8016457	8027318	+	10862	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000074547	4	8029968	8030583	-	616	0	0	0	0	1	0	908	269	1226	333	2216	994
ENSDARG00000076313	4	8034381	8035520	-	1140	0	0	0	0	0	0	27	9	58	20	89	28
ENSDARG00000074613	4	8039791	8040436	-	646	0	0	0	0	0	0	108	33	194	46	240	110
ENSDARG00000039393	4	8042805	8043964	-	1160	0	0	0	0	0	0	80	30	149	42	189	139
ENSDARG00000039392	4	8045564	8155571	-	110008	1	0	4	0	2	0	0	0	0	0	0	0
ENSDARG00000108662	4	8134594	8134710	+	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081119	4	8141349	8141466	-	118	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000079824	4	8168514	8208654	+	40141	0	1	0	1	0	0	0	0	0	0	0	0
ENSDARG00000076014	4	8213063	8515824	+	302762	1	0	1	1	2	1	0	0	0	0	0	0
ENSDARG00000031930	4	8376362	8515824	+	139463	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000109986	4	8503687	8503801	+	115	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000102464	4	8532580	8663117	+	130538	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000081240	4	8587787	8587908	-	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045801	4	8609517	8611841	-	2325	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096855	4	8634704	8638629	-	3926	0	0	0	0	0	0	0	0	0	0	0	0
