# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/home/inesbatista/Documents/MASTER/GENOME/Danio_rerio.GRCz11.100.gtf" "-F" "GTF" "-t" "transcript" "-g" "gene_id" "-o" "/home/inesbatista/Documents/MASTER/featureCountsOUT/2020_08_07_danRer11ensembl/V3/transcript.txt" "ZF-B-1_1-Run1.bam" "ZF-B-1_1-Run2.bam" "ZF-B-2_2-Run1.bam" "ZF-B-2_2-Run2.bam" "ZF-B-3_3-Run1.bam" "ZF-B-3_3-Run2.bam" "ZF-I-1_1-Run1.bam" "ZF-I-1_1-Run2.bam" "ZF-I-2_2-Run1.bam" "ZF-I-2_2-Run2.bam" "ZF-I-3_3-Run1.bam" "ZF-I-3_3-Run2.bam" 
Geneid	Chr	Start	End	Strand	Length	ZF-B-1_1-Run1.bam	ZF-B-1_1-Run2.bam	ZF-B-2_2-Run1.bam	ZF-B-2_2-Run2.bam	ZF-B-3_3-Run1.bam	ZF-B-3_3-Run2.bam	ZF-I-1_1-Run1.bam	ZF-I-1_1-Run2.bam	ZF-I-2_2-Run1.bam	ZF-I-2_2-Run2.bam	ZF-I-3_3-Run1.bam	ZF-I-3_3-Run2.bam
ENSDARG00000020812	4	1921011	1930024	-	9014	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094007	4;4	1937522;1937920	1943586;1942155	+;+	6065	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093685	4	1950849	1951496	+	648	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059196	4;4	1958240;1967756	1974894;1974208	+;+	16655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009262	4;4	1988460;1989489	2036620;2014406	-;-	48161	0	0	0	1	0	0	0	0	0	0	1	0
ENSDARG00000018618	4;4;4;4;4;4	2041067;2045132;2045132;2045132;2045406;2051188	2059233;2059296;2052687;2059302;2052508;2052717	-;-;-;-;-;-	18236	0	0	0	0	2	0	0	0	0	0	0	1
ENSDARG00000045874	4	2059692	2062435	+	2744	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000057468	4;4;4;4;4	2060524;2147291;2151379;2157861;2160862	2162724;2168805;2162688;2196798;2196928	-;-;-;-;-	136405	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045873	4	2092683	2099581	+	6899	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000079143	4	2210317	2219705	-	9389	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000057714	4;4	2228754;2230701	2250264;2250254	+;+	21511	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045224	4;4	2252123;2252146	2258796;2257545	+;+	6674	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000011246	4	2258935	2265271	-	6337	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000053709	4;4	2267641;2269815	2281430;2290268	+;+	22628	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099129	4	2349335	2350371	-	1037	0	0	0	1	0	1	0	0	0	0	0	0
ENSDARG00000101813	4	2354892	2380173	-	25282	0	1	5	1	5	0	0	0	0	0	0	1
ENSDARG00000039724	4	2396024	2440175	-	44152	0	0	2	0	3	0	0	0	0	0	0	0
ENSDARG00000070441	4	2482046	2508577	+	26532	0	1	0	0	0	0	0	0	0	1	0	0
ENSDARG00000011961	4;4;4	2511629;2513102;2513104	2525916;2525934;2525934	-;-;-	14306	0	1	2	1	1	0	1	0	0	0	0	0
ENSDARG00000008986	4;4	2530841;2541497	2545345;2545310	-;-	14505	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008235	4;4;4	2548783;2548783;2629776	2637710;2637689;2637710	-;-;-	88928	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000107595	4	2581916	2582031	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000004592	4;4	2619132;2620751	2623487;2623486	+;+	4356	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006567	4	2637947	2642535	+	4589	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016231	4;4	2655358;2662709	2666310;2663627	+;+	10953	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000016749	4;4;4;4;4	2674898;2675106;2675124;2675185;2705703	2727573;2686090;2727563;2719128;2727491	-;-;-;-;-	52676	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000004227	4;4	2752852;2752852	2868112;2867461	-;-	115261	0	1	1	1	0	0	1	0	0	0	0	0
ENSDARG00000006038	4;4	2923199;2926829	2945306;2945306	-;-	22108	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000045870	4;4;4;4;4	2948063;2948063;2957037;2963055;3002438	3023182;3145359;2964680;2975461;3064101	-;-;-;-;-	197297	0	2	2	0	1	0	0	0	0	0	0	0
ENSDARG00000098551	4	3287819	3290445	+	2627	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000060248	4	3312852	3338940	+	26089	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000017757	4	3343171	3353595	-	10425	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030598	4	3358383	3385452	+	27070	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000077356	4;4	3389866;3396464	3398385;3398207	+;+	8520	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097907	4	3396322	3405050	-	8729	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000089860	4	3438510	3446758	+	8249	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097073	4	3446011	3456102	-	10092	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039843	4;4	3455146;3455665	3475397;3475379	+;+	20252	0	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000077654	4;4	3478049;3482312	3482794;3745093	+;+	267045	0	2	3	4	4	1	0	0	0	0	0	0
ENSDARG00000112842	4;4;4	3792950;3792950;3792950	3805992;3805075;3804493	-;-;-	13043	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070414	4	3806258	3811017	-	4760	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033296	4	3980247	3998490	+	18244	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000006283	4	4079418	4111767	+	32350	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045864	4;4	4115778;4117002	4119396;4119425	-;-	3648	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000045863	4	4120570	4129187	-	8618	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093470	4	4166344	4167489	+	1146	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105162	4	4224406	4228682	-	4277	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000107526	4	4232562	4233275	+	714	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016691	4;4;4;4;4;4;4	4234994;4235232;4235262;4235305;4235319;4238000;4240262	4256300;4250317;4259079;4259102;4256367;4256275;4261673	-;-;-;-;-;-;-	26680	0	0	2	0	1	1	0	0	0	0	1	0
ENSDARG00000101363	4;4;4	4267451;4272622;4273203	4356831;4358940;4300118	+;+;+	91490	0	1	0	0	2	0	0	0	0	0	0	0
ENSDARG00000095042	4	4321168	4374704	-	53537	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100963	4	4376498	4387008	+	10511	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000115613	4	4376498	4387012	-	10515	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059043	4	4397503	4431975	-	34473	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075281	4;4	4484651;4492566	4507761;4496791	-;-	23111	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000023766	4	4509996	4524284	+	14289	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097286	4	4514438	4516508	-	2071	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039356	4	4526248	4535189	-	8942	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059064	4;4;4	4540223;4540518;4546209	4592287;4570475;4570805	-;-;-	52065	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099725	4	4585101	4585884	+	784	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000090401	4	4601815	4612116	-	10302	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063578	4	4626794	4706893	-	80100	1	1	2	0	0	0	0	0	0	0	0	0
ENSDARG00000106466	4	4690726	4690841	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063563	4;4;4	4712410;4712410;4751663	4751983;4751983;4751981	-;-;-	39574	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039350	4;4	4752622;4753060	4756349;4755622	-;-	3728	0	0	0	1	0	0	0	0	1	0	0	0
ENSDARG00000073963	4;4	4758001;4758464	4780667;4780510	-;-	22667	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000069607	4	4782721	4795205	-	12485	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059053	4;4	4803698;4816695	4832149;4823728	+;+	28452	0	0	3	1	1	1	0	0	0	0	0	0
ENSDARG00000092677	4;4	4832144;4832150	4834617;4834347	-;-	2474	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000020871	4;4;4;4;4	4834085;4849789;4849877;4889257;4902392	4888504;4926061;4902327;4925728;4911301	+;+;+;+;+	91977	0	0	1	0	2	0	0	0	0	0	0	0
ENSDARG00000039346	4;4	4930406;4930411	4932619;4932524	-;-	2214	0	1	10	1	5	0	0	0	1	0	2	0
ENSDARG00000101565	4	4938873	4940727	+	1855	1	1	1	0	1	0	0	0	0	0	0	1
ENSDARG00000097044	4;4	4963892;4963909	4966546;4965164	+;+	2655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059003	4;4;4	4971042;4971042;4971138	5019113;5019113;5018705	-;-;-	48072	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000039343	4;4	5025625;5042567	5092335;5077158	-;-	66711	0	1	1	0	3	2	0	0	0	0	0	0
ENSDARG00000039340	4;4;4	5094007;5102211;5105620	5108941;5108844;5108907	-;-;-	14935	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070408	4	5132951	5150347	+	17397	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045858	4	5156117	5161877	+	5761	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045856	4	5180650	5183337	+	2688	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045854	4	5193198	5195027	+	1830	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045853	4	5196469	5203343	+	6875	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045851	4	5205265	5213425	+	8161	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095324	4;4	5215950;5218694	5223170;5223138	+;+	7221	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000015623	4;4	5225552;5229657	5240128;5239904	-;-	14577	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030694	4	5240126	5247335	-	7210	0	1	3	2	0	2	1	0	0	0	0	0
ENSDARG00000096037	4	5249494	5253973	+	4480	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045850	4;4	5255041;5255078	5256856;5273838	+;+	18798	0	1	4	4	2	2	0	0	0	0	1	0
ENSDARG00000015931	4;4;4;4	5260941;5263162;5269581;5282002	5302866;5302162;5291256;5282832	-;-;-;-	41926	0	2	2	2	1	0	0	0	0	0	0	0
ENSDARG00000063481	4	5304208	5317006	-	12799	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045847	4;4	5317483;5318901	5324588;5325336	+;+	7854	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000045846	4;4	5327632;5327632	5333971;5332814	-;-	6340	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045843	4;4;4;4;4;4;4;4;4	5333988;5333988;5333988;5334008;5334031;5334035;5334202;5334439;5334707	5339829;5339829;5339857;5338470;5334815;5337992;5338466;5340530;5338373	+;+;+;+;+;+;+;+;+	6543	0	0	0	1	0	0	0	0	0	1	0	0
ENSDARG00000045842	4;4	5341592;5341592	5368158;5364832	+;+	26567	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095332	4;4;4;4;4;4	5362909;5365754;5366312;5366312;5367830;5370056	5371639;5366566;5370859;5370553;5370468;5371622	-;-;-;-;-;-	8731	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000014395	4	5378338	5387478	+	9141	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045837	4;4;4;4	5392094;5403115;5465998;5488281	5494298;5416987;5478348;5494298	+;+;+;+	102205	2	0	2	0	1	0	0	0	0	0	0	1
ENSDARG00000094254	4	5420906	5421470	+	565	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097507	4;4	5421785;5421785	5424162;5424067	-;-	2378	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095186	4	5450499	5451742	+	1244	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096986	4;4	5454006;5454006	5455506;5455596	-;-	1591	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097353	4	5456500	5458959	-	2460	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000110143	4	5498230	5538752	-	40523	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045836	4;4;4;4;4	5506946;5506952;5506952;5507058;5515031	5513391;5515862;5522437;5521500;5519419	+;+;+;+;+	15492	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006409	4;4	5523690;5528694	5530441;5530359	+;+	6752	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045835	4;4	5531583;5531589	5533756;5533803	+;+	2221	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045834	4;4	5537101;5537937	5539842;5539842	+;+	2742	0	0	0	0	0	0	0	0	2	0	0	1
ENSDARG00000034700	4;4;4	5568688;5587183;5587615	5595237;5597167;5597802	-;-;-	29115	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024465	4;4	5642696;5642714	5645166;5644808	+;+	2471	0	0	0	1	1	0	0	0	0	0	0	0
ENSDARG00000017355	4	5645251	5652030	-	6780	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031956	4	5665182	5691257	-	26076	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000070220	4	5741733	5744457	+	2725	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075956	4	5750854	5764255	-	13402	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009607	4	5764486	5775507	-	11022	0	0	1	0	1	0	0	0	0	0	0	0
ENSDARG00000054321	4;4	5776347;5778229	5784895;5784871	+;+	8549	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024654	4	5784970	5795309	-	10340	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000040610	4;4	5796761;5798223	5806144;5807645	+;+	10885	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003200	4;4;4;4	5807964;5809831;5809866;5827140	5831522;5826320;5825924;5831036	-;-;-;-	23559	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100253	4	5825368	5826340	+	973	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000091640	4;4;4	5832311;5832312;5832373	5834624;5834457;5834648	+;+;+	2338	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000073858	4	5835393	5841031	+	5639	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000088078	4;4	5842433;5842554	5847937;5847397	+;+	5505	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099560	4;4	5848229;5848317	5850633;5849177	+;+	2405	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000087120	4;4	5850225;5850317	5856200;5863906	-;-	13682	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099280	4	5868034	5910043	+	42010	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000101680	4;4	5906958;5911341	5913338;5912951	-;-	6381	1	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000098745	4	6032640	6047236	+	14597	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000074223	4;4;4	6339572;6344423;6344452	6373735;6416155;6416414	-;-;-	76843	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093020	4	6411080	6416172	-	5093	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000091974	4;4;4	6416278;6506283;6506283	6508631;6508631;6508631	+;+;+	92354	1	0	1	0	0	1	0	0	0	0	0	0
ENSDARG00000005453	4;4;4;4;4;4	6423041;6423352;6423420;6436764;6451156;6565653	6567503;6623645;6567355;6451732;6459863;6567266	-;-;-;-;-;-	200605	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000090468	4	6572364	6580610	+	8247	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099281	4	6639292	6640415	+	1124	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000068701	4	6643421	6647605	+	4185	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097967	4	6678443	6692416	+	13974	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000068705	4;4	6735053;6736746	6749412;6749345	+;+	14360	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000068708	4;4;4	6799794;6805038;6805098	6809323;6806632;6805921	-;-;-	9530	0	0	1	1	0	0	0	0	0	0	0	0
