# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/home/inesbatista/Documents/MASTER/GENOME/Danio_rerio.GRCz10.91.gtf" "-F" "GTF" "-t" "gene" "-g" "gene_id" "-o" "/home/inesbatista/Documents/MASTER/featureCountsOUT/2020_08_07_danRer10ensembl/V3/gene.txt" "ZF-B-1_1-Run1.bam" "ZF-B-1_1-Run2.bam" "ZF-B-2_2-Run1.bam" "ZF-B-2_2-Run2.bam" "ZF-B-3_3-Run1.bam" "ZF-B-3_3-Run2.bam" "ZF-I-1_1-Run1.bam" "ZF-I-1_1-Run2.bam" "ZF-I-2_2-Run1.bam" "ZF-I-2_2-Run2.bam" "ZF-I-3_3-Run1.bam" "ZF-I-3_3-Run2.bam" 
Geneid	Chr	Start	End	Strand	Length	ZF-B-1_1-Run1.bam	ZF-B-1_1-Run2.bam	ZF-B-2_2-Run1.bam	ZF-B-2_2-Run2.bam	ZF-B-3_3-Run1.bam	ZF-B-3_3-Run2.bam	ZF-I-1_1-Run1.bam	ZF-I-1_1-Run2.bam	ZF-I-2_2-Run1.bam	ZF-I-2_2-Run2.bam	ZF-I-3_3-Run1.bam	ZF-I-3_3-Run2.bam
ENSDARG00000108289	4	2066473	2067253	-	781	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000020812	4	2071698	2080711	-	9014	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094007	4	2088209	2094273	+	6065	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093685	4	2100697	2103409	+	2713	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059196	4	2108927	2125581	+	16655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009262	4	2139147	2187307	-	48161	0	0	0	1	0	0	0	0	0	0	1	0
ENSDARG00000018618	4	2195819	2209989	-	14171	0	0	0	0	2	0	0	0	0	0	0	1
ENSDARG00000045874	4	2210379	2213122	+	2744	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000057468	4	2211211	2347876	-	136666	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045873	4	2215469	2250418	+	34950	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000079143	4	2361004	2370392	-	9389	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000057714	4	2379441	2402320	+	22880	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045224	4	2402353	2409488	+	7136	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000011246	4	2409622	2415958	-	6337	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000053709	4	2418535	2440955	+	22421	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039724	4	2468942	2497733	-	28792	0	0	2	0	1	0	0	0	0	0	0	0
ENSDARG00000070441	4	2551935	2578466	+	26532	0	1	0	0	0	0	0	0	0	1	0	0
ENSDARG00000011961	4	2581518	2595823	-	14306	0	1	2	1	1	0	1	0	0	0	0	0
ENSDARG00000008986	4	2600730	2615234	-	14505	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008235	4	2618672	2707599	-	88928	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000107595	4	2651805	2651920	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000004592	4	2689021	2693376	+	4356	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006567	4	2707836	2712424	+	4589	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016231	4	2725247	2736199	+	10953	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000016749	4	2742610	2797553	-	54944	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000004227	4	2822543	2938001	-	115459	0	1	1	1	0	0	1	0	0	0	0	0
ENSDARG00000006038	4	2993088	3015195	-	22108	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000045870	4	3017952	3215254	-	197303	0	2	2	0	1	0	0	0	0	0	0	0
ENSDARG00000060248	4	3308063	3325117	+	17055	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000017757	4	3329844	3340268	-	10425	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030598	4	3345056	3372125	+	27070	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000077356	4	3376539	3385058	+	8520	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097907	4	3382995	3391723	-	8729	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000089860	4	3419757	3433431	+	13675	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097073	4	3432684	3442775	-	10092	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039843	4	3442338	3462052	+	19715	0	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000077654	4	3464722	3728485	+	263764	0	2	3	4	3	1	0	0	0	0	0	0
ENSDARG00000070414	4	3772774	3801452	-	28679	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000067495	4	3786287	3788225	-	1939	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045867	4	3793760	3796877	-	3118	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095979	4	3804868	3806503	+	1636	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094531	4	3923620	3924247	-	628	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107035	4	3940313	3943212	-	2900	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033296	4	3971334	3989577	+	18244	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000104357	4	4048430	4049281	+	852	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107003	4	4056405	4062488	+	6084	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006283	4	4070505	4102860	+	32356	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045864	4	4105280	4110678	-	5399	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000045863	4	4111657	4120274	-	8618	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106454	4	4133998	4151308	+	17311	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000108426	4	4138715	4148622	-	9908	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093470	4	4157431	4158576	+	1146	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106849	4	4161748	4198004	+	36257	0	0	1	0	0	0	0	0	0	0	0	1
ENSDARG00000105985	4	4172128	4177253	+	5126	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108904	4	4183489	4214620	-	31132	1	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000106480	4	4213521	4214620	+	1100	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105162	4	4215493	4219769	-	4277	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000107526	4	4222723	4224507	+	1785	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016691	4	4226081	4252760	-	26680	0	0	2	0	1	1	0	0	0	0	1	0
ENSDARG00000101363	4	4263709	4350027	+	86319	0	1	0	0	2	0	0	0	0	0	0	0
ENSDARG00000095042	4	4312255	4365791	-	53537	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100963	4	4367585	4378095	+	10511	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059043	4	4388590	4423062	-	34473	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075281	4	4475738	4498848	-	23111	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000023766	4	4501083	4515371	+	14289	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097286	4	4505525	4507595	-	2071	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039356	4	4517335	4526276	-	8942	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059064	4	4529260	4590682	-	61423	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099725	4	4576188	4576971	+	784	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000090401	4	4592932	4603496	-	10565	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063578	4	4605698	4698462	-	92765	1	1	3	0	0	0	0	0	0	0	0	0
ENSDARG00000106466	4	4681823	4681938	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063563	4	4701907	4743413	-	41507	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039350	4	4744052	4747779	-	3728	0	0	0	1	0	0	0	0	1	0	0	0
ENSDARG00000073963	4	4749413	4772132	-	22720	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000069607	4	4774151	4786635	-	12485	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059053	4	4795123	4823579	+	28457	0	0	3	1	1	1	0	0	0	0	0	0
ENSDARG00000092677	4	4823574	4826047	-	2474	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000020871	4	4825515	4918034	+	92520	0	1	2	0	2	0	0	0	0	0	0	0
ENSDARG00000039346	4	4921836	4924049	-	2214	0	1	10	1	5	0	0	0	1	0	2	0
ENSDARG00000101565	4	4930303	4932157	+	1855	1	1	1	0	1	0	0	0	0	0	0	1
ENSDARG00000108170	4	4947382	4953271	-	5890	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097044	4	4955322	4957976	+	2655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059003	4	4962568	5010234	-	47667	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000039343	4	5017055	5083765	-	66711	0	1	1	0	3	2	0	0	0	0	0	0
ENSDARG00000039340	4	5085437	5100371	-	14935	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070408	4	5124196	5141777	+	17582	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045858	4	5147547	5153307	+	5761	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045856	4	5172080	5174767	+	2688	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045854	4	5184628	5186457	+	1830	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045853	4	5187899	5194773	+	6875	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045851	4	5196695	5215300	+	18606	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095324	4	5207380	5214600	+	7221	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000015623	4	5216982	5231558	-	14577	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030694	4	5231556	5238765	-	7210	0	1	3	2	0	2	1	0	0	0	0	0
ENSDARG00000096037	4	5240924	5245403	+	4480	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045850	4	5246471	5265268	+	18798	0	1	4	4	2	2	0	0	0	0	1	0
ENSDARG00000015931	4	5252371	5294333	-	41963	0	2	2	2	1	0	0	0	0	0	0	0
ENSDARG00000063481	4	5295638	5308436	-	12799	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045847	4	5308913	5316766	+	7854	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000045846	4	5319062	5325401	-	6340	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045843	4	5325418	5655206	+	329789	0	0	0	1	0	0	0	0	0	1	0	0
ENSDARG00000045842	4	5333022	5359588	+	26567	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095332	4	5354339	5363069	-	8731	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000014395	4	5369768	5378908	+	9141	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045837	4	5383524	5485728	+	102205	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094254	4	5412336	5412900	+	565	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097507	4	5413215	5415592	-	2378	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095186	4	5441929	5443172	+	1244	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096986	4	5445436	5447026	-	1591	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097353	4	5447930	5450389	-	2460	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000018770	4	5472346	5491167	-	18822	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045836	4	5498376	5513867	+	15492	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006409	4	5515120	5521871	+	6752	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045835	4	5522222	5525253	+	3032	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045834	4	5528531	5531272	+	2742	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000034700	4	5560118	5589254	-	29137	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024465	4	5634126	5636596	+	2471	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000017355	4	5636681	5643460	-	6780	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031956	4	5656612	5682687	-	26076	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108725	4	5684600	5699764	-	15165	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070220	4	5733163	5735887	+	2725	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075956	4	5742284	5755685	-	13402	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009607	4	5755916	5766937	-	11022	0	0	1	0	1	0	0	0	0	0	0	0
ENSDARG00000054321	4	5767777	5776325	+	8549	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024654	4	5776400	5786739	-	10340	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000040610	4	5789653	5801524	+	11872	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003200	4	5799394	5822952	-	23559	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100253	4	5816798	5817770	+	973	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000091640	4	5823741	5826078	+	2338	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000073858	4	5826823	5832461	+	5639	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000088078	4	5833863	5839367	+	5505	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099560	4	5839659	5842063	+	2405	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000087120	4	5841655	5854481	-	12827	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099280	4	5859348	5901925	+	42578	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000101680	4	5901688	5904842	-	3155	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108949	4	5948833	5955301	+	6469	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098745	4	5988658	6041072	+	52415	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108490	4	6104871	6108100	-	3230	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000074223	4	6331002	6407585	-	76584	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093020	4	6402510	6407602	-	5093	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000091974	4	6407708	6500061	+	92354	1	0	1	0	0	1	0	0	0	0	0	0
ENSDARG00000005453	4	6414471	6615068	-	200598	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000090468	4	6563794	6572040	+	8247	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099281	4	6630722	6631845	+	1124	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000068701	4	6634851	6639035	+	4185	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097967	4	6669873	6683846	+	13974	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000068705	4	6726483	6740842	+	14360	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000068708	4	6791224	6800753	-	9530	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000024874	4	6825013	6984541	+	159529	0	0	7	0	4	1	0	0	0	0	0	0
ENSDARG00000096138	4	6894979	6895669	+	691	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000084778	4	6906146	6906281	+	136	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106100	4	6985478	6987974	+	2497	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106644	4	7012159	7014955	-	2797	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107521	4	7016597	7016713	+	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000102849	4	7121036	7125451	+	4416	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107816	4	7155188	7155304	+	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106337	4	7176625	7176741	-	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000102702	4	7201986	7204500	-	2515	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000102461	4	7213510	7213797	-	288	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000101296	4	7220666	7222910	-	2245	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099870	4	7382540	7397683	+	15144	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070314	4	7406710	7497841	+	91132	0	0	0	0	3	0	0	0	0	0	0	1
ENSDARG00000045822	4	7499687	7536058	+	36372	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105079	4	7537301	7541187	+	3887	0	1	1	0	0	0	0	0	0	0	0	0
ENSDARG00000107275	4	7548785	7557878	-	9094	0	0	0	0	0	0	0	0	0	0	3	0
ENSDARG00000108901	4	7570232	7572804	-	2573	0	0	0	0	0	0	0	0	0	0	2	0
ENSDARG00000107616	4	7589581	7622631	-	33051	0	0	0	0	0	0	0	0	0	0	2	0
ENSDARG00000101254	4	7641374	7644352	-	2979	0	1	0	0	0	0	0	0	0	0	1	0
ENSDARG00000018688	4	7644184	7705036	+	60853	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000006029	4	7644978	7664536	-	19559	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108043	4	7671350	7671466	-	117	0	0	0	0	0	0	0	0	0	0	0	0
