# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/home/inesbatista/Documents/MASTER/GENOME/Danio_rerio.GRCz10.91.gtf" "-F" "GTF" "-t" "transcript" "-g" "gene_id" "-o" "/home/inesbatista/Documents/MASTER/featureCountsOUT/2020_08_07_danRer10ensembl/V3/transcript.txt" "ZF-B-1_1-Run1.bam" "ZF-B-1_1-Run2.bam" "ZF-B-2_2-Run1.bam" "ZF-B-2_2-Run2.bam" "ZF-B-3_3-Run1.bam" "ZF-B-3_3-Run2.bam" "ZF-I-1_1-Run1.bam" "ZF-I-1_1-Run2.bam" "ZF-I-2_2-Run1.bam" "ZF-I-2_2-Run2.bam" "ZF-I-3_3-Run1.bam" "ZF-I-3_3-Run2.bam" 
Geneid	Chr	Start	End	Strand	Length	ZF-B-1_1-Run1.bam	ZF-B-1_1-Run2.bam	ZF-B-2_2-Run1.bam	ZF-B-2_2-Run2.bam	ZF-B-3_3-Run1.bam	ZF-B-3_3-Run2.bam	ZF-I-1_1-Run1.bam	ZF-I-1_1-Run2.bam	ZF-I-2_2-Run1.bam	ZF-I-2_2-Run2.bam	ZF-I-3_3-Run1.bam	ZF-I-3_3-Run2.bam
ENSDARG00000045886	4;4;4	1750721;1756353;1764304	1768584;1761900;1765616	+;+;+	17864	1	1	5	1	2	1	1	0	0	0	0	0
ENSDARG00000045885	4;4	1769988;1770271	1792532;1791043	+;+	22545	0	0	0	0	2	0	1	0	0	0	0	0
ENSDARG00000007413	4;4	1797785;1798737	1835022;1835034	-;-	37250	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097341	4	1835708	1836032	+	325	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045880	4	1839999	1871335	-	31337	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009657	4;4	1873586;1873590	1881607;1876481	+;+	8022	0	1	0	0	1	0	0	0	0	0	0	0
ENSDARG00000093658	4	1883512	1908147	-	24636	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000026839	4	1908149	1910242	+	2094	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016979	4;4;4	1911716;1914738;1916188	1921995;1917566;1919691	+;+;+	10280	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000070477	4;4	1917335;1921753	1935997;1927039	-;-	18663	0	0	0	1	0	1	0	0	0	0	0	0
ENSDARG00000045878	4;4	1938043;1951886	1952493;1952306	-;-	14451	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000045877	4	1960249	1969002	-	8754	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000079391	4	1972324	1975523	-	3200	1	0	1	0	4	0	0	0	0	0	0	0
ENSDARG00000015921	4;4	1977699;1982425	1989879;1989851	-;-	12181	0	0	2	1	1	0	1	0	0	0	0	0
ENSDARG00000099520	4	1995023	1995843	+	821	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000061544	4;4	2027790;2029260	2065079;2058866	-;-	37290	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000108289	4	2066473	2067253	-	781	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000020812	4;4	2071698;2079319	2080711;2080509	-;-	9014	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094007	4;4	2088209;2088607	2094273;2092842	+;+	6065	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093685	4;4	2100697;2101536	2103409;2102183	+;+	2713	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059196	4;4;4	2108927;2117096;2118443	2125581;2118673;2124895	+;+;+	16655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009262	4	2139147	2187307	-	48161	0	0	0	1	0	0	0	0	0	0	1	0
ENSDARG00000018618	4;4;4;4;4	2195819;2195819;2195819;2196093;2201875	2203374;2209983;2209989;2203195;2203404	-;-;-;-;-	14171	0	0	0	0	2	0	0	0	0	0	0	1
ENSDARG00000045874	4	2210379	2213122	+	2744	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000057468	4;4;4;4;4;4;4;4	2211211;2211645;2297978;2297982;2302066;2308548;2308548;2311549	2313411;2347876;2319492;2314231;2313375;2347485;2347485;2347615	-;-;-;-;-;-;-;-	136666	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045873	4;4	2215469;2243370	2250418;2250268	+;+	34950	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000079143	4	2361004	2370392	-	9389	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000057714	4;4	2379441;2381389	2400951;2402320	+;+	22880	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045224	4;4	2402353;2402810	2409488;2409483	+;+	7136	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000011246	4	2409622	2415958	-	6337	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000053709	4;4;4	2418535;2418535;2420502	2431937;2431937;2440955	+;+;+	22421	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039724	4	2468942	2497733	-	28792	0	0	2	0	1	0	0	0	0	0	0	0
ENSDARG00000070441	4;4	2551935;2551935	2578466;2578466	+;+	26532	0	1	0	0	0	0	0	0	0	1	0	0
ENSDARG00000011961	4;4;4	2581518;2582991;2582993	2595805;2595823;2595823	-;-;-	14306	0	1	2	1	1	0	1	0	0	0	0	0
ENSDARG00000008986	4;4	2600730;2611386	2615234;2615199	-;-	14505	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008235	4;4	2618672;2699665	2707599;2707599	-;-	88928	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000107595	4	2651805	2651920	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000004592	4;4	2689021;2690253	2693376;2693320	+;+	4356	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006567	4	2707836	2712424	+	4589	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016231	4;4	2725247;2732598	2736199;2733516	+;+	10953	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000016749	4;4;4;4	2742610;2744787;2744995;2775592	2797553;2797462;2755979;2797380	-;-;-;-	54944	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000004227	4;4	2822543;2822741	2937964;2938001	-;-	115459	0	1	1	1	0	0	1	0	0	0	0	0
ENSDARG00000006038	4;4	2993088;2996718	3015195;3015195	-;-	22108	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000045870	4;4;4;4;4	3017952;3024103;3026926;3032944;3072327	3093071;3215254;3034569;3045350;3133990	-;-;-;-;-	197303	0	2	2	0	1	0	0	0	0	0	0	0
ENSDARG00000060248	4	3308063	3325117	+	17055	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000017757	4	3329844	3340268	-	10425	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030598	4	3345056	3372125	+	27070	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000077356	4;4	3376539;3383137	3385058;3384880	+;+	8520	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097907	4	3382995	3391723	-	8729	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000089860	4;4	3419757;3425183	3433160;3433431	+;+	13675	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097073	4	3432684	3442775	-	10092	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039843	4	3442338	3462052	+	19715	0	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000077654	4;4	3464722;3465516	3469467;3728485	+;+	263764	0	2	3	4	3	1	0	0	0	0	0	0
ENSDARG00000070414	4;4	3772774;3799740	3801207;3801452	-;-	28679	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000067495	4	3786287	3788225	-	1939	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045867	4	3793760	3796877	-	3118	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095979	4	3804868	3806503	+	1636	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094531	4	3923620	3924247	-	628	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107035	4	3940313	3943212	-	2900	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000033296	4	3971334	3989577	+	18244	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000104357	4	4048430	4049281	+	852	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107003	4	4056405	4062488	+	6084	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006283	4;4	4070505;4070557	4102854;4102860	+;+	32356	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045864	4;4	4105280;4108089	4110678;4110512	-;-	5399	0	0	1	1	0	0	0	0	0	0	0	0
ENSDARG00000045863	4	4111657	4120274	-	8618	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106454	4;4;4	4133998;4143249;4143249	4146732;4151308;4146732	+;+;+	17311	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000108426	4;4	4138715;4138715	4148622;4143757	-;-	9908	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000093470	4	4157431	4158576	+	1146	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106849	4;4	4161748;4161748	4198004;4181908	+;+	36257	0	0	1	0	0	0	0	0	0	0	0	1
ENSDARG00000105985	4	4172128	4177253	+	5126	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108904	4;4;4	4183489;4183489;4199084	4214620;4203056;4214620	-;-;-	31132	1	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000106480	4	4213521	4214620	+	1100	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105162	4	4215493	4219769	-	4277	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000107526	4	4222723	4224507	+	1785	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016691	4;4;4;4;4;4;4	4226081;4226319;4226349;4226392;4226406;4229087;4231349	4247387;4241404;4250166;4250189;4247454;4247362;4252760	-;-;-;-;-;-;-	26680	0	0	2	0	1	1	0	0	0	0	1	0
ENSDARG00000101363	4;4	4263709;4264290	4350027;4291205	+;+	86319	0	1	0	0	2	0	0	0	0	0	0	0
ENSDARG00000095042	4	4312255	4365791	-	53537	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000100963	4	4367585	4378095	+	10511	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059043	4	4388590	4423062	-	34473	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075281	4;4	4475738;4483653	4498848;4487878	-;-	23111	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000023766	4	4501083	4515371	+	14289	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097286	4	4505525	4507595	-	2071	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039356	4	4517335	4526276	-	8942	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059064	4;4;4	4529260;4531310;4537296	4590682;4583374;4561892	-;-;-	61423	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099725	4	4576188	4576971	+	784	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000090401	4	4592932	4603496	-	10565	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063578	4	4605698	4698462	-	92765	1	1	3	0	0	0	0	0	0	0	0	0
ENSDARG00000106466	4	4681823	4681938	+	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063563	4;4;4;4	4701907;4702128;4703507;4743093	4743188;4743386;4743413;4743411	-;-;-;-	41507	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039350	4	4744052	4747779	-	3728	0	0	0	1	0	0	0	0	1	0	0	0
ENSDARG00000073963	4;4	4749413;4749431	4772132;4772097	-;-	22720	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000069607	4	4774151	4786635	-	12485	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059053	4;4;4	4795123;4795128;4808125	4823569;4823579;4815158	+;+;+	28457	0	0	3	1	1	1	0	0	0	0	0	0
ENSDARG00000092677	4;4	4823574;4823580	4826047;4825777	-;-	2474	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000020871	4;4;4;4;4	4825515;4841105;4841219;4841307;4893822	4879934;4918034;4917491;4893757;4902731	+;+;+;+;+	92520	0	1	2	0	2	0	0	0	0	0	0	0
ENSDARG00000039346	4;4	4921836;4921841	4924049;4923954	-;-	2214	0	1	10	1	5	0	0	0	1	0	2	0
ENSDARG00000101565	4	4930303	4932157	+	1855	1	1	1	0	1	0	0	0	0	0	0	1
ENSDARG00000108170	4	4947382	4953271	-	5890	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097044	4;4	4955322;4955339	4957976;4956594	+;+	2655	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059003	4;4	4962568;4962575	5010135;5010234	-;-	47667	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000039343	4;4	5017055;5033997	5083765;5068588	-;-	66711	0	1	1	0	3	2	0	0	0	0	0	0
ENSDARG00000039340	4;4;4	5085437;5093641;5097050	5100371;5100274;5100337	-;-;-	14935	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070408	4;4	5124196;5124381	5140386;5141777	+;+	17582	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045858	4	5147547	5153307	+	5761	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045856	4	5172080	5174767	+	2688	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045854	4	5184628	5186457	+	1830	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045853	4	5187899	5194773	+	6875	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045851	4;4	5196695;5196701	5204855;5215300	+;+	18606	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095324	4	5207380	5214600	+	7221	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000015623	4	5216982	5231558	-	14577	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000030694	4	5231556	5238765	-	7210	0	1	3	2	0	2	1	0	0	0	0	0
ENSDARG00000096037	4	5240924	5245403	+	4480	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045850	4;4;4	5246471;5246508;5246527	5248286;5265268;5250921	+;+;+	18798	0	1	4	4	2	2	0	0	0	0	1	0
ENSDARG00000015931	4;4;4;4;4	5252371;5252830;5254579;5261011;5273432	5294296;5293630;5294333;5282686;5274262	-;-;-;-;-	41963	0	2	2	2	1	0	0	0	0	0	0	0
ENSDARG00000063481	4	5295638	5308436	-	12799	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045847	4;4	5308913;5310331	5316018;5316766	+;+	7854	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000045846	4;4	5319062;5319062	5324244;5325401	-;-	6340	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000045843	4;4;4;4;4;4;4;4	5325418;5325431;5325438;5325461;5325465;5325632;5325907;5326137	5331287;5655206;5329900;5326245;5329422;5329896;5330265;5329803	+;+;+;+;+;+;+;+	329789	0	0	0	1	0	0	0	0	0	1	0	0
ENSDARG00000045842	4;4	5333022;5333040	5359588;5341387	+;+	26567	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095332	4;4;4;4	5354339;5357184;5359260;5361486	5363069;5357996;5361898;5363052	-;-;-;-	8731	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000014395	4;4	5369768;5369861	5378908;5378490	+;+	9141	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045837	4;4;4;4;4;4	5383524;5383526;5394545;5457428;5459452;5479711	5485728;5394837;5408417;5469778;5483743;5485728	+;+;+;+;+;+	102205	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000094254	4	5412336	5412900	+	565	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097507	4;4	5413215;5413215	5415497;5415592	-;-	2378	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095186	4	5441929	5443172	+	1244	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096986	4;4	5445436;5445436	5446936;5447026	-;-	1591	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097353	4	5447930	5450389	-	2460	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000018770	4	5472346	5491167	-	18822	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045836	4;4;4;4;4	5498376;5498382;5498382;5498488;5506461	5504821;5507292;5513867;5512930;5510849	+;+;+;+;+	15492	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000006409	4;4	5515120;5520124	5521871;5521789	+;+	6752	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045835	4;4;4	5522222;5523013;5523019	5525253;5525186;5525233	+;+;+	3032	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000045834	4;4	5528531;5529367	5531272;5531272	+;+	2742	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000034700	4;4;4;4	5560118;5578613;5578619;5579045	5586667;5588597;5589254;5589232	-;-;-;-	29137	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024465	4;4	5634126;5634144	5636596;5636238	+;+	2471	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000017355	4	5636681	5643460	-	6780	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000031956	4	5656612	5682687	-	26076	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108725	4	5684600	5699764	-	15165	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000070220	4	5733163	5735887	+	2725	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000075956	4	5742284	5755685	-	13402	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000009607	4	5755916	5766937	-	11022	0	0	1	0	1	0	0	0	0	0	0	0
ENSDARG00000054321	4;4	5767777;5769659	5776325;5776301	+;+	8549	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000024654	4	5776400	5786739	-	10340	0	0	0	0	0	0	0	0	0	0	0	0
